entity1	entity2	pred_class
15005800.s15.e1	15005800.s15.e2	norelation
15005800.s15.e1	15005800.s15.e3	norelation
15005800.s15.e1	15005800.s15.e4	norelation
15005800.s21.e1	15005800.s21.e3	norelation
15005800.s21.e1	15005800.s21.e2	norelation
15005800.s28.e1	15005800.s28.e2	norelation
15005800.s121.e3	15005800.s121.e4	norelation
15005800.s121.e2	15005800.s121.e3	norelation
15005800.s121.e1	15005800.s121.e3	norelation
15005800.s121.e2	15005800.s121.e4	norelation
15005800.s121.e1	15005800.s121.e4	norelation
15005800.s121.e1	15005800.s121.e2	norelation
15005800.s128.e1	15005800.s128.e2	norelation
15005800.s130.e1	15005800.s130.e3	norelation
15005800.s130.e2	15005800.s130.e3	norelation
15005800.s132.e2	15005800.s132.e4	norelation
15005800.s132.e2	15005800.s132.e3	norelation
15005800.s132.e1	15005800.s132.e2	norelation
15005800.s132.e3	15005800.s132.e4	norelation
15005800.s132.e1	15005800.s132.e4	norelation
15005800.s132.e1	15005800.s132.e3	norelation
15005800.s137.e1	15005800.s137.e2	norelation
15005800.s244.e1	15005800.s244.e2	norelation
15005800.s262.e1	15005800.s262.e3	norelation
15005800.s262.e2	15005800.s262.e3	norelation
15005800.s262.e1	15005800.s262.e2	norelation
15005800.s264.e1	15005800.s264.e2	norelation
15005800.s265.e1	15005800.s265.e2	norelation
15005800.s274.e1	15005800.s274.e2	effect
15005800.s294.e1	15005800.s294.e2	norelation
15005800.s295.e1	15005800.s295.e4	norelation
15005800.s295.e2	15005800.s295.e4	norelation
15005800.s295.e1	15005800.s295.e5	norelation
15005800.s295.e3	15005800.s295.e5	norelation
15005800.s295.e2	15005800.s295.e5	norelation
15005800.s295.e1	15005800.s295.e3	norelation
15005800.s296.e1	15005800.s296.e2	norelation
15005800.s299.e2	15005800.s299.e3	effect
15005800.s299.e1	15005800.s299.e3	effect
15005800.s299.e1	15005800.s299.e2	norelation
15005800.s306.e1	15005800.s306.e4	norelation
15005800.s306.e1	15005800.s306.e2	norelation
15005800.s306.e1	15005800.s306.e3	norelation
15005800.s306.e2	15005800.s306.e4	norelation
15005800.s306.e3	15005800.s306.e4	norelation
15005800.s309.e1	15005800.s309.e2	norelation
15005800.s311.e4	15005800.s311.e7	norelation
15005800.s311.e3	15005800.s311.e7	norelation
15005800.s311.e2	15005800.s311.e7	norelation
15005800.s311.e1	15005800.s311.e7	norelation
15005800.s311.e6	15005800.s311.e7	norelation
15005800.s311.e5	15005800.s311.e7	norelation
15005800.s311.e3	15005800.s311.e4	norelation
15005800.s311.e2	15005800.s311.e4	norelation
15005800.s311.e1	15005800.s311.e4	norelation
15005800.s311.e4	15005800.s311.e6	norelation
15005800.s311.e4	15005800.s311.e5	norelation
15005800.s311.e2	15005800.s311.e3	norelation
15005800.s311.e1	15005800.s311.e3	norelation
15005800.s311.e3	15005800.s311.e6	norelation
15005800.s311.e3	15005800.s311.e5	norelation
15005800.s311.e1	15005800.s311.e2	norelation
15005800.s311.e2	15005800.s311.e6	norelation
15005800.s311.e2	15005800.s311.e5	norelation
15005800.s311.e1	15005800.s311.e6	norelation
15005800.s311.e1	15005800.s311.e5	norelation
15005800.s311.e5	15005800.s311.e6	norelation
15005800.s314.e1	15005800.s314.e2	norelation
16628246.s95.e1	16628246.s95.e2	norelation
16628246.s180.e1	16628246.s180.e2	norelation
16628246.s202.e1	16628246.s202.e2	effect
16628246.s204.e1	16628246.s204.e3	norelation
16628246.s204.e1	16628246.s204.e2	norelation
16628246.s204.e2	16628246.s204.e3	norelation
16628246.s208.e1	16628246.s208.e2	norelation
16628246.s214.e1	16628246.s214.e2	norelation
16628246.s214.e1	16628246.s214.e3	norelation
16628246.s214.e2	16628246.s214.e3	norelation
16628246.s217.e1	16628246.s217.e3	norelation
16628246.s217.e1	16628246.s217.e2	norelation
16628246.s217.e2	16628246.s217.e3	norelation
16628246.s221.e1	16628246.s221.e2	norelation
